region,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_cases,total_cases_per_million,mortality_rate
Chile,155,80,0,0,0,155,0,8.1,0.0
Egypt,150,24,2,0,32,116,0,1.5,1.33
Thailand,147,33,1,0,35,111,1,2.1,0.68
Philippines,142,2,12,0,5,125,1,1.3,8.45
Indonesia,134,17,5,0,8,121,0,0.5,3.73
India,129,15,2,0,13,114,0,0.1,1.55
Iraq,124,0,10,0,26,88,0,3.1,8.06
Kuwait,123,11,0,0,9,114,4,28.8,0.0
Saudi_Arabia,118,0,0,0,6,112,0,3.4,0.0
San_Marino,109,0,7,0,4,98,11,0.0,6.42
Lebanon,109,0,3,0,1,105,3,16.0,2.75
UAE,98,0,0,0,23,75,2,9.9,0.0
Russia,93,30,0,0,8,85,0,0.6,0.0
Peru,86,15,0,0,1,85,8,2.6,0.0
Luxembourg,81,4,1,0,0,80,10,0.0,1.23
Slovakia,72,11,0,0,0,72,0,13.2,0.0
Taiwan,67,8,1,0,20,46,0,2.8,1.49
South_Africa,64,3,0,0,0,64,0,1.1,0.0
Bulgaria,62,11,2,0,0,60,0,8.9,3.23
Vietnam,61,4,0,0,16,45,0,0.6,0.0
Algeria,60,6,4,0,10,46,0,1.4,6.67
Ecuador,58,21,2,0,0,56,2,3.3,3.45
Croatia,57,8,0,0,3,54,0,13.9,0.0
Serbia,57,9,0,0,1,56,2,6.5,0.0
Argentina,56,0,2,0,3,51,1,1.2,3.57
Panama,55,0,1,0,0,54,0,12.7,1.82
Brunei,54,4,0,0,0,54,1,0.0,0.0
Colombia,54,20,0,0,1,53,0,1.1,0.0
Mexico,53,10,0,0,4,49,1,0.4,0.0
Albania,51,9,1,0,0,50,2,17.7,1.96
Hungary,39,7,1,0,1,37,0,4.0,2.56
Palestine,39,1,0,0,0,39,0,7.6,0.0
Belarus,36,9,0,0,3,33,0,3.8,0.0
Costa_Rica,35,0,0,0,0,35,3,6.9,0.0
Latvia,34,4,0,0,1,33,0,18.0,0.0
Georgia,33,0,0,0,1,32,1,8.3,0.0
Cyprus,33,0,0,0,0,33,1,27.3,0.0
Armenia,30,2,0,0,1,29,2,10.1,0.0
Malta,30,9,0,0,2,28,0,0.0,0.0
Morocco,29,1,1,0,1,27,1,0.8,3.45
Moldova,29,6,0,0,1,28,1,7.2,0.0
Sri_Lanka,28,10,0,0,1,27,0,1.3,0.0
Azerbaijan,25,2,1,0,6,18,0,2.5,4.0
Senegal,24,0,0,0,2,22,0,1.4,0.0
Bosnia_and_Herzegovina,24,0,0,0,0,24,0,7.3,0.0
Oman,22,0,0,0,9,13,0,4.3,0.0
Afghanistan,21,5,0,0,1,20,0,0.5,0.0
Tunisia,20,0,0,0,0,20,2,1.7,0.0
Jordan,19,7,0,0,1,18,0,1.9,0.0
North_Macedonia,19,0,0,0,1,18,0,9.1,0.0
Faeroe_Islands,18,7,0,0,0,18,0,0.0,0.0
Turkey,18,0,0,0,0,18,0,0.2,0.0
Lithuania,17,3,0,0,1,16,0,6.2,0.0
Venezuela,17,0,0,0,0,17,0,0.6,0.0
Burkina_Faso,15,12,0,0,0,15,0,0.7,0.0
Jamaica,15,5,0,0,2,13,0,5.1,0.0
Martinique,15,5,0,0,0,15,0,0.0,0.0
Andorra,14,9,0,0,0,14,0,0.0,0.0
Maldives,13,0,0,0,0,13,0,0.0,0.0
Cambodia,12,0,0,0,1,11,0,0.7,0.0
Macao,11,0,0,0,10,1,0,0.0,0.0
Dominican_Republic,11,0,0,0,0,11,0,1.0,0.0
Bolivia,11,1,0,0,0,11,0,0.9,0.0
French_Guiana,11,4,0,0,0,11,0,0.0,0.0
Kazakhstan,10,1,0,0,0,10,0,0.5,0.0
Réunion,9,2,0,0,0,9,0,0.0,0.0
Guatemala,8,7,1,0,0,7,0,0.4,12.5
New_Zealand,8,0,0,0,0,8,0,1.7,0.0
Bangladesh,8,3,0,0,3,5,0,0.0,0.0
Paraguay,8,0,0,0,0,8,1,1.1,0.0
Uruguay,8,2,0,0,0,8,0,2.3,0.0
Uzbekistan,8,4,0,0,0,8,0,0.2,0.0
Guyana,7,3,1,0,0,6,0,0.0,14.29
Liechtenstein,7,0,0,0,0,7,0,0.0,0.0
Monaco,6,4,0,0,0,6,0,0.0,0.0
Channel_Islands,6,3,0,0,0,6,0,0.0,0.0
Ghana,6,0,0,0,0,6,0,0.2,0.0
Guadeloupe,6,1,0,0,0,6,0,0.0,0.0
Honduras,6,3,0,0,0,6,0,0.6,0.0
Ukraine,5,2,1,0,0,4,0,0.1,20.0
Ethiopia,5,1,0,0,0,5,0,0.0,0.0
Puerto_Rico,5,0,0,0,0,5,0,1.7,0.0
Rwanda,5,0,0,0,0,5,0,0.4,0.0
Cameroon,4,0,0,0,0,4,0,0.2,0.0
Ivory_Coast,4,0,0,0,0,4,0,0.2,0.0
Cuba,4,0,0,0,0,4,0,0.4,0.0
Trinidad_and_Tobago,4,2,0,0,0,4,0,2.9,0.0
French_Polynesia,3,0,0,0,0,3,0,0.0,0.0
Gibraltar,3,2,0,0,1,2,0,0.0,0.0
Guam,3,0,0,0,0,3,0,0.0,0.0
Kenya,3,0,0,0,0,3,0,0.1,0.0
St_Barth,3,2,0,0,0,3,0,0.0,0.0
Seychelles,3,0,0,0,0,3,0,0.0,0.0
Nigeria,2,0,0,0,1,1,0,0.0,0.0
Aruba,2,0,0,0,0,2,0,0.0,0.0
Curaçao,2,0,0,0,0,2,0,0.0,0.0
DRC,2,0,0,0,0,2,0,0.0,0.0
Namibia,2,0,0,0,0,2,0,0.8,0.0
Saint_Lucia,2,0,0,0,0,2,0,0.0,0.0
Saint_Martin,2,0,0,0,0,2,0,0.0,0.0
Cayman_Islands,1,0,1,1,0,0,0,0.0,100.0
Sudan,1,0,1,0,0,0,0,0.0,100.0
Nepal,1,0,0,0,1,0,0,0.0,0.0
Antigua_and_Barbuda,1,0,0,0,0,1,0,0.0,0.0
Bahamas,1,0,0,0,0,1,0,0.0,0.0
Benin,1,1,0,0,0,1,0,0.1,0.0
Bhutan,1,0,0,0,0,1,0,0.0,0.0
CAR,1,0,0,0,0,1,0,0.2,0.0
Congo,1,0,0,0,0,1,0,0.2,0.0
Equatorial_Guinea,1,0,0,0,0,1,0,0.7,0.0
Gabon,1,0,0,0,0,1,0,0.4,0.0
Greenland,1,1,0,0,0,1,0,0.0,0.0
Guinea,1,0,0,0,0,1,0,0.1,0.0
Vatican_City,1,0,0,0,0,1,0,0.0,0.0
Liberia,1,1,0,0,0,1,0,0.2,0.0
Mauritania,1,0,0,0,0,1,0,0.2,0.0
Mayotte,1,0,0,0,0,1,0,0.0,0.0
Mongolia,1,0,0,0,0,1,0,0.3,0.0
St_Vincent_Grenadines,1,0,0,0,0,1,0,0.0,0.0
Somalia,1,1,0,0,0,1,0,0.1,0.0
Suriname,1,0,0,0,0,1,0,0.0,0.0
Eswatini,1,0,0,0,0,1,0,0.9,0.0
Tanzania,1,1,0,0,0,1,0,0.0,0.0
Togo,1,0,0,0,0,1,0,0.1,0.0
US_Virgin_Islands,1,0,0,0,0,1,0,0.0,0.0
Total,179836,10276,7096,591,78292,94448,6162,23.1,3.95
