region,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_cases,total_cases_per_million,total_deaths_per_million,mortality_rate
Philippines,803,96,54,9,31,718,1,7.0,0.5,6.72
Singapore,732,49,2,0,183,547,17,125.0,0.3,0.27
Diamond_Princess,712,0,10,0,597,105,15,0.0,0.0,1.4
Panama,674,0,9,0,2,663,20,156.0,2.0,1.34
Peru,635,55,9,0,14,612,14,19.0,0.3,1.42
Slovenia,632,70,9,3,10,613,14,304.0,4.0,1.42
Argentina,589,0,13,1,72,504,0,13.0,0.3,2.21
Croatia,586,91,3,0,37,546,14,143.0,0.7,0.51
Mexico,585,110,8,2,4,573,1,5.0,0.06,1.37
Dominican_Republic,581,93,20,10,3,558,0,54.0,2.0,3.44
Estonia,575,37,1,0,11,563,7,433.0,0.8,0.17
Qatar,562,13,0,0,43,519,6,195.0,0.0,0.0
Serbia,528,71,8,1,42,478,25,60.0,0.9,1.52
Hong_Kong,518,64,4,0,111,403,5,69.0,0.5,0.77
Egypt,495,0,24,0,102,369,0,5.0,0.2,4.85
Colombia,491,0,6,0,8,477,0,10.0,0.1,1.22
Bahrain,466,8,4,0,227,235,1,274.0,2.0,0.86
Iraq,458,76,40,4,122,296,0,11.0,1.0,8.73
Algeria,409,42,26,1,29,354,0,9.0,0.6,6.36
UAE,405,72,2,0,52,351,2,41.0,0.2,0.49
Lebanon,391,23,8,2,27,356,3,57.0,1.0,2.05
New_Zealand,368,0,0,0,37,331,1,76.0,0.0,0.0
Lithuania,358,59,5,1,1,352,2,132.0,2.0,1.4
Morocco,333,58,21,10,11,301,1,9.0,0.6,6.31
Armenia,329,39,1,0,28,300,6,111.0,0.3,0.3
Hungary,300,39,10,0,34,256,6,31.0,1.0,3.33
Bulgaria,293,29,3,0,9,281,8,42.0,0.4,1.02
Latvia,280,36,0,0,1,279,0,148.0,0.0,0.0
Slovakia,269,43,0,0,2,267,1,49.0,0.0,0.0
Andorra,267,43,3,0,1,263,11,3456.0,39.0,1.12
Taiwan,267,15,2,0,30,235,0,11.0,0.08,0.75
Uruguay,238,0,0,0,0,238,3,69.0,0.0,0.0
Jordan,235,23,0,0,16,219,0,23.0,0.0,0.0
Bosnia_and_Herzegovina,232,41,4,1,5,223,1,71.0,1.0,1.72
Costa_Rica,231,0,2,0,2,227,5,45.0,0.4,0.87
Tunisia,227,30,6,1,2,219,10,19.0,0.5,2.64
Ukraine,226,30,5,0,5,216,0,5.0,0.1,2.21
Kuwait,225,17,0,0,57,168,11,53.0,0.0,0.0
San_Marino,223,15,21,0,4,198,12,6572.0,619.0,9.42
North_Macedonia,219,18,3,0,3,213,1,105.0,1.0,1.37
Moldova,199,22,2,1,2,195,33,49.0,0.5,1.01
Albania,186,12,8,2,31,147,3,65.0,3.0,4.3
Burkina_Faso,180,28,9,2,12,159,0,9.0,0.4,5.0
Azerbaijan,165,43,3,0,15,147,6,16.0,0.3,1.82
Vietnam,163,10,0,0,20,143,3,2.0,0.0,0.0
Cyprus,162,16,5,2,4,153,3,134.0,4.0,3.09
Kazakhstan,150,37,1,0,3,146,0,8.0,0.05,0.67
Réunion,145,10,0,0,1,144,0,162.0,0.0,0.0
Faeroe_Islands,144,4,0,0,54,90,2,2947.0,0.0,0.0
Malta,139,5,0,0,2,137,1,315.0,0.0,0.0
Ghana,136,4,4,0,1,131,1,4.0,0.1,2.94
Oman,131,22,0,0,23,108,0,26.0,0.0,0.0
Senegal,119,14,0,0,11,108,0,7.0,0.0,0.0
Brunei,115,1,0,0,11,104,1,263.0,0.0,0.0
Afghanistan,110,16,4,0,2,104,0,3.0,0.1,3.64
Venezuela,107,0,1,0,31,75,2,4.0,0.04,0.93
Sri_Lanka,106,0,0,0,7,99,5,5.0,0.0,0.0
Cambodia,99,1,0,0,11,88,1,6.0,0.0,0.0
Ivory_Coast,96,0,0,0,3,93,0,4.0,0.0,0.0
Mauritius,94,13,2,0,0,92,1,74.0,2.0,2.13
Belarus,94,8,0,0,32,62,2,10.0,0.0,0.0
Palestine,91,5,1,0,17,73,0,18.0,0.2,1.1
Cameroon,88,13,2,1,2,84,0,3.0,0.08,2.27
Channel_Islands,88,22,1,0,0,87,0,506.0,6.0,1.14
Uzbekistan,88,13,1,1,5,82,8,3.0,0.03,1.14
Georgia,83,4,0,0,14,69,1,21.0,0.0,0.0
Martinique,81,0,1,0,0,80,12,216.0,3.0,1.23
Cuba,80,13,2,0,4,74,2,7.0,0.2,2.5
Montenegro,75,6,1,0,0,74,1,119.0,2.0,1.33
Guadeloupe,73,0,1,0,0,72,4,182.0,2.0,1.37
Honduras,68,1,1,0,0,67,0,7.0,0.1,1.47
Trinidad_and_Tobago,66,1,2,1,1,63,0,47.0,1.0,3.03
Nigeria,65,0,1,0,3,61,0,0.3,0.0,1.54
Bolivia,61,0,0,0,0,61,0,5.0,0.0,0.0
Kyrgyzstan,58,14,0,0,0,58,0,9.0,0.0,0.0
Liechtenstein,56,0,0,0,0,56,0,1469.0,0.0,0.0
Gibraltar,55,20,0,0,14,41,0,1632.0,0.0,0.0
Rwanda,54,4,0,0,0,54,0,4.0,0.0,0.0
Paraguay,52,11,3,0,1,48,1,7.0,0.4,5.77
DRC,51,0,3,0,2,46,0,0.6,0.03,5.88
Mayotte,50,14,0,0,0,50,0,183.0,0.0,0.0
Bangladesh,48,4,5,0,11,32,1,0.3,0.03,10.42
Monaco,42,9,0,0,1,41,0,1070.0,0.0,0.0
Macao,34,1,0,0,10,24,0,52.0,0.0,0.0
Kenya,31,0,1,0,1,29,2,0.6,0.02,3.23
French_Polynesia,30,0,0,0,0,30,0,107.0,0.0,0.0
Isle_of_Man,29,3,0,0,0,29,0,341.0,0.0,0.0
Aruba,28,0,0,0,1,27,0,262.0,0.0,0.0
French_Guiana,28,0,0,0,6,22,0,94.0,0.0,0.0
Jamaica,26,0,1,0,2,23,0,9.0,0.3,3.85
Madagascar,26,3,0,0,0,26,0,0.9,0.0,0.0
Guatemala,25,0,1,0,4,20,0,1.0,0.06,4.0
Togo,25,1,0,0,1,24,0,3.0,0.0,0.0
Barbados,24,0,0,0,0,24,0,84.0,0.0,0.0
Zambia,22,6,0,0,0,22,0,1.0,0.0,0.0
Uganda,18,4,0,0,0,18,0,0.4,0.0,0.0
Ethiopia,16,4,0,0,0,16,0,0.1,0.0,0.0
Maldives,16,3,0,0,9,7,0,30.0,0.0,0.0
Bermuda,15,0,0,0,2,13,0,241.0,0.0,0.0
New_Caledonia,15,1,0,0,0,15,0,53.0,0.0,0.0
El_Salvador,13,0,0,0,0,13,0,2.0,0.0,0.0
Tanzania,13,0,0,0,1,12,0,0.2,0.0,0.0
Djibouti,12,1,0,0,0,12,0,12.0,0.0,0.0
Equatorial_Guinea,12,0,0,0,0,12,0,9.0,0.0,0.0
Dominica,11,0,0,0,0,11,0,153.0,0.0,0.0
Mali,11,7,0,0,0,11,0,0.5,0.0,0.0
Mongolia,11,0,0,0,0,11,0,3.0,0.0,0.0
Saint_Martin,11,0,0,0,0,11,0,284.0,0.0,0.0
Niger,10,0,1,0,0,9,0,0.4,0.04,10.0
Greenland,10,4,0,0,2,8,0,176.0,0.0,0.0
Bahamas,9,0,0,0,1,8,0,23.0,0.0,0.0
Eswatini,9,3,0,0,0,9,0,8.0,0.0,0.0
Cayman_Islands,8,0,1,0,0,7,0,122.0,15.0,12.5
Guinea,8,4,0,0,0,8,0,0.6,0.0,0.0
Haiti,8,0,0,0,0,8,0,0.7,0.0,0.0
Myanmar,8,3,0,0,0,8,0,0.1,0.0,0.0
Namibia,8,0,0,0,2,6,0,3.0,0.0,0.0
Suriname,8,0,0,0,0,8,0,14.0,0.0,0.0
Curaçao,7,0,1,0,2,4,0,43.0,6.0,14.29
Gabon,7,0,1,0,0,6,0,3.0,0.4,14.29
Antigua_and_Barbuda,7,0,0,0,0,7,0,71.0,0.0,0.0
Grenada,7,0,0,0,0,7,0,62.0,0.0,0.0
Mozambique,7,0,0,0,0,7,0,0.2,0.0,0.0
Seychelles,7,0,0,0,0,7,0,71.0,0.0,0.0
Benin,6,0,0,0,0,6,0,0.5,0.0,0.0
Eritrea,6,0,0,0,0,6,0,2.0,0.0,0.0
Laos,6,0,0,0,0,6,0,0.8,0.0,0.0
Cabo_Verde,5,0,1,0,0,4,0,9.0,2.0,20.0
Guyana,5,0,1,0,0,4,0,6.0,1.0,20.0
Zimbabwe,5,2,1,0,0,4,0,0.3,0.07,20.0
Fiji,5,0,0,0,0,5,0,6.0,0.0,0.0
Montserrat,5,0,0,0,0,5,0,1002.0,0.0,0.0
St_Barth,5,2,0,0,0,5,0,506.0,0.0,0.0
Syria,5,0,0,0,0,5,0,0.3,0.0,0.0
Nepal,4,1,0,0,1,3,0,0.1,0.0,0.0
Angola,4,0,0,0,0,4,0,0.1,0.0,0.0
Congo,4,0,0,0,0,4,0,0.7,0.0,0.0
Vatican_City,4,0,0,0,0,4,0,4994.0,0.0,0.0
Gambia,3,0,1,0,0,2,0,1.0,0.4,33.33
Sudan,3,0,1,0,0,2,0,0.07,0.02,33.33
Bhutan,3,1,0,0,0,3,0,4.0,0.0,0.0
CAR,3,0,0,0,0,3,0,0.6,0.0,0.0
Chad,3,0,0,0,0,3,0,0.2,0.0,0.0
Liberia,3,0,0,0,0,3,0,0.6,0.0,0.0
Mauritania,3,0,0,0,0,3,0,0.6,0.0,0.0
Saint_Lucia,3,0,0,0,1,2,0,16.0,0.0,0.0
Sint_Maarten,3,0,0,0,0,3,0,70.0,0.0,0.0
Somalia,3,1,0,0,0,3,0,0.2,0.0,0.0
Nicaragua,2,0,1,1,0,1,0,0.3,0.2,50.0
Anguilla,2,0,0,0,0,2,0,133.0,0.0,0.0
Belize,2,0,0,0,0,2,0,5.0,0.0,0.0
British_Virgin_Islands,2,0,0,0,0,2,0,66.0,0.0,0.0
Guinea-Bissau,2,0,0,0,0,2,0,1.0,0.0,0.0
Saint_Kitts_and_Nevis,2,0,0,0,0,2,0,38.0,0.0,0.0
Turks_and_Caicos,2,0,0,0,0,2,0,52.0,0.0,0.0
Libya,1,0,0,0,0,1,0,0.1,0.0,0.0
Papua_New_Guinea,1,0,0,0,0,1,0,0.1,0.0,0.0
St_Vincent_Grenadines,1,0,0,0,0,1,0,9.0,0.0,0.0
Timor-Leste,1,0,0,0,0,1,0,0.8,0.0,0.0
Total,585000,53190,26827,2759,132413,425760,22086,75.1,3.4,4.59
